Year,AMPI_mean,AMPI_min,AMPI_max,ISS_mean,SARIMA_mean,RHO_mean,CVPenalty_mean
2024,89.2382283784108,82.79969390566451,96.0120974593317,87.91360438497965,100.35352740957569,85.12471318904171,1.8923866161215497
2025,93.4703257333465,79.68729114047558,103.19325195341928,76.93072823781685,97.86307179852882,115.65350064991405,3.3454411620734095
