month,AMPI_final,AMPI_rank,AMPI_percentile,iss_mean_norm,sarima_norm,rho_norm,CVPenalty
2025-03-01,98.44262298771508,5,82.6086956521739,79.65177415543201,122.03051149860592,107.11383580615676,4.489417499016483
2025-04-01,88.58767089220399,12,52.17391304347826,78.24805553448022,96.6725476881172,94.18475941485885,1.1141166536147769
