month,AMPI_final,iss_mean_norm,sarima_norm,rho_norm,CVPenalty
2025-12-01,103.19325195341928,82.38877828079916,107.8262331378064,130.0,3.545085186115902
2025-07-01,101.36962983508386,81.17122837777427,114.17228747261146,116.2162824108189,2.4836362519843465
2025-03-01,100.03211818056852,79.65177415543201,120.12616421250596,108.79590527638324,2.8258297008718785
2025-11-01,98.09294693676804,70.0,114.64329673139429,126.91173442610784,5.758730115732674
2025-01-01,97.20592547421784,87.97309636683288,104.70366156211163,100.49082610147748,0.5166025359228295
